TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster,PCA1,PCA2
TX000051,AC00159,0.43765473890521056,2023-02-13 16:59:39,Credit,Kansas City,D000661,139.23.212.102,M040,Online,1.3675026644983594,Retired,0.019395156574906088,-0.2067936485059295,-0.30941323475834487,2024-11-04 08:07:07,1,0.7340508225382784,0.0677823556018641
TX000052,AC00482,0.43498248221813124,2023-02-21 17:45:55,Debit,Omaha,D000598,179.43.245.131,M015,Online,0.35562185742293734,Engineer,2.0637175052284973,-0.2067936485059295,0.017831814068870102,2024-11-04 08:09:02,1,0.0698637541853487,2.0716182695328498
TX000053,AC00115,-0.7268667617424263,2023-06-07 16:45:34,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,1.2550714637122016,Doctor,0.3624982080971871,-0.2067936485059295,2.5103026729525246,2024-11-04 08:06:45,1,2.619482232731575,0.6298769865503848
TX000054,AC00055,-0.4388454544568306,2023-09-07 16:51:27,Debit,San Diego,D000442,42.219.228.159,M036,Branch,-0.9373369516178799,Student,0.319610326656902,-0.2067936485059295,-1.0757037030833945,2024-11-04 08:08:58,0,-1.447103311487108,0.21328791542195139
TX000055,AC00419,-0.6610881355989335,2023-03-29 17:47:16,Debit,Omaha,D000642,186.135.2.148,M095,ATM,0.9739934617468065,Retired,-0.42377961830804023,-0.2067936485059295,-0.1632040719035283,2024-11-04 08:10:42,1,0.6123691730423917,-0.354817419064568
TX000056,AC00374,0.06631383850452403,2023-08-04 17:53:40,Debit,Mesa,D000013,81.102.230.41,M052,Branch,-1.105983752797117,Student,-0.5238513416687055,-0.2067936485059295,-0.9718235081994352,2024-11-04 08:09:15,0,-1.4267022043593958,-0.6422342795075566
TX000057,AC00271,-0.8121391578211521,2023-12-14 17:52:37,Credit,Columbus,D000462,1.198.76.182,M095,Branch,0.6929154597814113,Retired,-0.9670261165516518,-0.2067936485059295,-0.40495019493534623,2024-11-04 08:09:57,1,0.2935701492366346,-0.9235364967149373
TX000058,AC00456,-0.017245572518381578,2023-03-03 17:37:41,Credit,Dallas,D000311,198.73.211.114,M075,Branch,1.3112870641052805,Retired,-0.8383624722307964,-0.2067936485059295,-0.12202890098802778,2024-11-04 08:07:49,1,0.9070263894650953,-0.7640911531845637
TX000059,AC00143,0.3046585791713361,2023-06-09 16:18:15,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,0.1869750562437003,Engineer,-1.3101291680739329,-0.2067936485059295,0.13238078572469533,2024-11-04 08:07:09,1,0.3275771506444268,-1.2856316416533717
TX000060,AC00427,-0.6355989179683301,2023-10-02 16:35:22,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,-1.218414953583275,Student,-0.9813220770317469,-0.2067936485059295,-1.0727756225562444,2024-11-04 08:11:37,0,-1.5273731118924803,-1.0917679934198616
TX000061,AC00438,0.9281851394898614,2023-10-06 18:44:37,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,0.07454385545754227,Engineer,0.4625699314578524,-0.2067936485059295,0.09886939125022053,2024-11-04 08:06:25,1,0.06111532823379992,0.45429107052546164
TX000063,AC00425,0.17830880145404376,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,0.1869750562437003,Engineer,1.5204710069848855,-0.2067936485059295,0.3941670816113332,2024-11-04 08:08:09,1,0.26575344064218415,1.5545491063805432
TX000064,AC00325,1.0408310367605926,2023-05-30 17:43:25,Credit,Philadelphia,D000548,125.225.212.244,M001,Branch,0.6366998593883324,Engineer,-0.22363617158670962,-0.2067936485059295,0.8573960873894472,2024-11-04 08:08:01,1,1.0492045657427895,-0.1493390150480841
TX000065,AC00434,-0.9997795408356885,2023-11-02 16:01:40,Debit,Charlotte,D000461,155.164.18.235,M071,Online,0.2994062570298583,Doctor,0.062283038015191215,-0.2067936485059295,2.2752408808614075,2024-11-04 08:11:32,1,1.8089685347949975,0.2705638409089633
TX000066,AC00242,-0.3297968258033214,2023-03-29 17:00:31,Credit,Nashville,D000098,145.246.171.225,M003,Branch,-0.15031854611477377,Engineer,0.9486325877810838,-0.2067936485059295,-0.6484936773800644,2024-11-04 08:11:41,0,-0.6474219344620532,0.9086565696219626
TX000067,AC00319,0.002830612335830326,2023-04-25 16:11:24,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,0.6366998593883324,Retired,1.5061750465047905,-0.2067936485059295,-0.5383240065476822,2024-11-04 08:10:12,1,-0.06707288468430313,1.5048660985421785
TX000068,AC00460,0.765588597991415,2023-04-18 18:40:47,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,-1.105983752797117,Student,0.11946687993557138,-0.2067936485059295,-0.8109611227415868,2024-11-04 08:12:10,0,-1.3796629709871666,-0.0094860173939421
TX000069,AC00461,-0.6177496136866844,2023-02-09 16:34:53,Credit,Austin,D000128,46.150.175.171,M057,Online,0.8615622609606484,Engineer,-1.4816806938350733,-0.2067936485059295,-0.3714029045524825,2024-11-04 08:07:11,1,0.47860486604414226,-1.4298833604269126
TX000070,AC00395,-0.3716279208664489,2023-11-13 16:42:28,Credit,Indianapolis,D000684,125.89.163.224,M040,Branch,-0.7124745500455638,Engineer,-0.23793213206680466,-0.2067936485059295,-1.0607992091216405,2024-11-04 08:08:42,0,-1.2299120737466165,-0.33057297855741924
TX000071,AC00217,-0.5620090799702975,2023-07-18 16:12:00,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,-0.03788734532861574,Engineer,1.4346952441043153,-0.2067936485059295,-0.3251202586719357,2024-11-04 08:10:18,0,-0.38026828846971145,1.4273828132768813
TX000072,AC00053,-0.5289142086918527,2023-01-13 17:00:16,Debit,Dallas,D000410,65.164.3.100,M066,Online,-0.5438277488663268,Engineer,0.21953860329623667,-0.2067936485059295,0.3231957427396068,2024-11-04 08:09:26,1,-0.17723695639296697,0.23399084959809266
TX000073,AC00282,-0.9346861087145238,2023-07-04 18:20:33,Debit,Boston,D000180,9.230.41.239,M070,ATM,0.9739934617468065,Retired,-0.9241382351113667,-0.2067936485059295,0.19273719168713907,2024-11-04 08:12:15,1,0.9096476208844859,-0.821037890975707
TX000074,AC00110,-0.2181444598649658,2023-10-20 16:54:28,Credit,Jacksonville,D000295,152.140.239.181,M046,Online,-1.0497681524040379,Student,2.292452872910018,-0.2067936485059295,0.3649375562089603,2024-11-04 08:08:45,0,-0.6909648264478416,2.265335140828614
TX000076,AC00239,-0.2243112060659182,2023-12-28 17:31:03,Debit,Omaha,D000073,156.173.170.140,M066,ATM,-0.4313965480801688,Engineer,-0.9813220770317469,-0.2067936485059295,0.40397435658186615,2024-11-04 08:09:17,1,0.059632085525926304,-0.9584235496037109
TX000077,AC00007,-0.4623818691237991,2023-06-12 17:53:52,Debit,Kansas City,D000070,60.153.124.80,M060,Online,-1.274630553976354,Student,-0.09497252726585426,-0.2067936485059295,-1.1487031607790925,2024-11-04 08:08:22,0,-1.700217585828499,-0.22213723688615286
TX000078,AC00022,-0.7059683440614207,2023-03-13 16:32:12,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,-0.03788734532861574,Doctor,-0.7239947883900362,-0.2067936485059295,2.4516256827039893,2024-11-04 08:11:36,1,1.758958609401176,-0.5263614892486169
TX000079,AC00464,-0.6074374436506471,2023-12-18 18:46:27,Debit,Miami,D000561,162.198.218.92,M045,Branch,-1.443277355155591,Student,-0.6096271045492758,-0.2067936485059295,-0.9619880293008822,2024-11-04 08:06:50,0,-1.6414369937166569,-0.7268705812697758
TX000080,AC00014,-0.4225720964265394,2023-07-17 18:54:31,Debit,Seattle,D000375,130.92.201.49,M032,Online,0.2994062570298583,Doctor,-0.7525867093502262,-0.2067936485059295,1.3881555528208673,2024-11-04 08:10:29,1,1.24965493207068,-0.6178464450170565
TX000081,AC00406,-0.3901624191704226,2023-06-19 18:22:10,Debit,Denver,D000488,86.103.2.29,M074,ATM,-0.3751809476870898,Engineer,-0.2522280925468997,-0.2067936485059295,-1.169638167350178,2024-11-04 08:09:51,0,-1.0663601351487535,-0.3336443931768107
TX000082,AC00445,0.16374842847957272,2023-10-23 17:13:57,Credit,Phoenix,D000097,131.41.45.13,M081,Online,0.7491310601744904,Engineer,-0.5667392231089906,-0.2067936485059295,0.34297438826187915,2024-11-04 08:08:16,1,0.8097482618538538,-0.4966909256221837
TX000084,AC00220,-0.12910349666343562,2023-11-06 16:34:10,Debit,Denver,D000616,36.13.239.172,M028,Online,0.2431906566367793,Doctor,0.7198972200995631,-0.2067936485059295,0.5288382739125815,2024-11-04 08:09:38,1,0.4741812537627485,0.7780339855758154
TX000085,AC00140,-0.48951555240798983,2023-07-03 16:40:24,Debit,San Diego,D000494,167.104.180.235,M030,Online,-0.6000433492594058,Doctor,0.5340497338583277,-0.2067936485059295,-0.920623122869612,2024-11-04 08:09:42,0,-1.1178777527462096,0.45710117044562304
TX000087,AC00303,-0.9354055624379682,2023-10-20 17:27:35,Debit,Mesa,D000428,16.131.3.140,M033,Branch,1.0864246625329645,Doctor,-0.7239947883900362,-0.2067936485059295,1.219339659661426,2024-11-04 08:12:05,1,1.6920947045049963,-0.5446981020330434
TX000088,AC00373,0.9266434529396235,2023-08-28 17:03:53,Debit,Washington,D000018,8.243.4.138,M054,ATM,0.1869750562437003,Doctor,-0.06638060630566417,-0.2067936485059295,1.3954552421910913,2024-11-04 08:07:32,1,1.0967359016222737,0.023296897259195933
TX000089,AC00438,-0.9866238156069899,2023-06-22 18:37:29,Credit,San Diego,D000453,132.127.5.187,M043,Online,0.7491310601744904,Doctor,0.8485608644204186,-0.2067936485059295,1.99212215941795,2024-11-04 08:09:10,1,1.8593150647516694,1.0578435936229078
TX000090,AC00437,0.3267218266902993,2023-11-20 16:28:09,Debit,Kansas City,D000141,186.54.68.246,M022,Online,-1.162199353190196,Student,-0.2808200135070898,-0.2067936485059295,-1.1083253918285165,2024-11-04 08:08:38,0,-1.5870588965084311,-0.41976032982110273
TX000091,AC00106,1.4366333637583906,2023-09-14 16:49:33,Credit,Milwaukee,D000322,101.223.82.253,M052,Online,0.8615622609606484,Retired,-1.2243534051933627,-0.2067936485059295,-0.2692918651534036,2024-11-04 08:08:12,1,0.4994343802967194,-1.2223289495033416
TX000093,AC00149,-0.229313122428913,2023-03-27 18:16:04,Debit,Houston,D000526,60.43.160.195,M049,Branch,-1.330846154369433,Student,0.21953860329623667,-0.2067936485059295,-1.1528363182307262,2024-11-04 08:10:44,0,-1.773548222018014,0.08140623356661772
TX000094,AC00373,0.49514251737853404,2023-12-21 16:37:03,Debit,Los Angeles,D000645,168.36.49.167,M047,Online,-1.443277355155591,Student,2.006533663308117,-0.2067936485059295,-0.9585497140759189,2024-11-04 08:08:21,0,-1.8827883581556024,1.8485715327641714
TX000095,AC00425,1.1873597784354462,2023-03-02 16:05:09,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,-0.8811213512248008,Engineer,-0.681106906949751,-0.2067936485059295,-1.0181061540799818,2024-11-04 08:08:04,0,-1.3019622424264103,-0.820321861802343
TX000096,AC00010,0.723175088009309,2023-06-26 16:16:50,Credit,Mesa,D000622,193.108.17.115,M048,Branch,0.35562185742293734,Engineer,0.10517091945547634,-0.2067936485059295,0.6651273460847859,2024-11-04 08:09:32,1,0.6912435882917309,0.15825685024972466
TX000098,AC00011,-0.932664786348656,2023-07-17 17:08:24,Debit,Louisville,D000192,62.152.134.92,M007,ATM,0.6929154597814113,Engineer,-0.5953311440691808,-0.2067936485059295,-1.2597574093539148,2024-11-04 08:11:05,0,-0.33712203915218775,-0.6092244878988247
TX000099,AC00453,-0.5138056804995192,2023-09-01 17:26:02,Debit,Charlotte,D000093,149.84.108.18,M028,Branch,1.4799338652845175,Retired,0.19094668233604659,-0.2067936485059295,-0.7688141983061302,2024-11-04 08:07:22,1,0.48927265628658234,0.23873491131175975
TX000100,AC00178,-0.6254923061389914,2023-09-11 16:19:04,Debit,San Antonio,D000528,134.222.122.238,M004,Branch,-0.4313965480801688,Doctor,0.7913770225000384,-0.2067936485059295,0.6485254884549293,2024-11-04 08:08:38,1,0.0819244965167177,0.8345857753985547
TX000101,AC00265,0.2938667733196694,2023-01-24 17:23:56,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,-0.8249057508317219,Engineer,-1.367313009994313,-0.2067936485059295,0.9711450930868917,2024-11-04 08:11:07,1,0.20606325528606634,-1.3388582143189374
TX000102,AC00018,-0.6819522935788226,2023-08-11 16:18:46,Credit,El Paso,D000528,34.125.226.63,M095,Online,-1.387061754762512,Student,0.677009338659278,-0.2067936485059295,1.0946013780100716,2024-11-04 08:10:02,0,-0.2698052339142692,0.7015435277808734
TX000103,AC00075,-0.7343696362869184,2023-10-16 18:35:11,Credit,Fort Worth,D000607,21.28.32.1,M009,Branch,0.5804842589952534,Doctor,0.6341214572189929,-0.2067936485059295,-1.008416822808441,2024-11-04 08:10:52,1,-0.3503550548568417,0.6209715958387607
TX000104,AC00464,-0.34750909128050156,2023-02-24 16:29:23,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,-0.9935525520109589,Engineer,0.37679416857728215,-0.2067936485059295,1.1036856068259144,2024-11-04 08:08:32,1,0.036347611959616576,0.41536298341727834
TX000105,AC00170,-0.5743768320733188,2023-01-02 16:36:02,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,-0.7124745500455638,Engineer,1.649134651305741,-0.2067936485059295,0.7283323487772326,2024-11-04 08:06:35,1,-0.13639839427479927,1.6777000566681697
TX000106,AC00235,0.0318828388825395,2023-11-30 16:31:03,Debit,Colorado Springs,D000078,96.115.67.230,M047,Online,0.07454385545754227,Engineer,-0.9813220770317469,-0.2067936485059295,1.1034856153363193,2024-11-04 08:10:48,1,0.9046394288677453,-0.8897478424842389
TX000107,AC00013,-0.6256293449434569,2023-11-01 16:52:01,Debit,Seattle,D000182,115.218.48.83,M032,Online,0.8053466605675694,Retired,-0.5667392231089906,-0.2067936485059295,0.2641879973352026,2024-11-04 08:09:24,1,0.8050887789160032,-0.4776864199962199
TX000108,AC00397,1.572507338386043,2023-03-06 16:47:02,Debit,Sacramento,D000028,174.61.77.54,M012,Branch,-0.9935525520109589,Student,-1.4673847333549783,-0.2067936485059295,-1.2034495490590456,2024-11-04 08:11:40,0,-1.448133075494467,-1.6326056978556642
TX000109,AC00423,0.7063193150600389,2023-11-27 18:32:49,Debit,Los Angeles,D000518,216.151.64.40,M083,Online,-1.274630553976354,Student,-1.2100574447132675,-0.2067936485059295,-1.1964831788381467,2024-11-04 08:09:22,0,-1.6524615022272835,-1.3675324290678486
TX000110,AC00154,-0.529530883311948,2023-07-31 16:37:46,Debit,San Antonio,D000469,197.162.55.147,M055,ATM,1.0302090621398854,Retired,0.39109012905737717,-0.2067936485059295,0.7351346234169251,2024-11-04 08:10:42,1,1.2095375411102331,0.5181692791480327
TX000112,AC00318,-0.1783346871677061,2023-03-21 16:29:31,Debit,New York,D000536,44.197.126.59,M089,ATM,-1.105983752797117,Student,0.8628568249005136,-0.2067936485059295,-1.0587351943892802,2024-11-04 08:10:26,0,-1.6054623992243418,0.7392541591395939
TX000113,AC00396,-0.14808337108192265,2023-04-20 18:26:50,Credit,Dallas,D000477,143.212.47.226,M012,Online,0.35562185742293734,Engineer,0.7770810620199433,-0.2067936485059295,0.9576405395523041,2024-11-04 08:06:56,1,0.8498470232006711,0.8711922754782581
